Date,Close,High,Low,Open,Volume
2000-01-03,0.8377244472503662,0.8419338893785913,0.7610147885412782,0.7848697594321928,535796800
2000-01-04,0.7670955657958984,0.8279013355036092,0.757272805535923,0.8101274711776825,512377600
2000-01-05,0.7783209085464478,0.8274339295206165,0.7708375282779575,0.7764500509892889,778321600
2000-01-06,0.7109661102294922,0.8007725461065649,0.7109661102294922,0.7942245712874529,767972800
2000-01-07,0.7446438074111938,0.7558697488561912,0.7147086463463203,0.7221920244414605,460734400
2000-01-10,0.7315469980239868,0.7652238703134839,0.7090952169229724,0.7633530134553823,505064000
2000-01-11,0.6941276788711548,0.7437084129281535,0.6772892661002036,0.7179826423614357,441548800
2000-01-12,0.6524990200996399,0.7147087876043082,0.6473533254624358,0.7109662235147554,976068800
2000-01-13,0.7240629196166992,0.7390305269508232,0.6922568976670791,0.7071071486399376,1032684800
2000-01-14,0.7516596913337708,0.7652241199112005,0.7437085845634742,0.7483857032542285,390376000
2000-01-18,0.7778530120849609,0.793289143829344,0.7516595148732694,0.7558697550409323,459177600
2000-01-19,0.7974984645843506,0.8138691990623447,0.7736435032855291,0.79048196446973,597643200
2000-01-20,0.8494179248809814,0.909288252615625,0.8494179248809814,0.8643854818345746,1831132800
2000-01-21,0.8330470323562622,0.8550303384611415,0.8246274016875903,0.8550303384611415,495924800
2000-01-24,0.7951600551605225,0.843804489525389,0.786740373612308,0.8115307422351401,440876800
2000-01-25,0.8400624990463257,0.8466113712448862,0.7661599935743575,0.7858047116855515,497145600
2000-01-26,0.8246274590492249,0.8545626711769088,0.82135352160461,0.8232243287272092,367158400
2000-01-27,0.8232243657112122,0.8456762004767678,0.8007725809057912,0.8143370072968774,340144000
2000-01-28,0.7605469226837158,0.8297723888741849,0.7530635435432974,0.8096599862145474,423348800
2000-01-31,0.7764498591423035,0.7773853126698215,0.7072244495810509,0.7558697816166402,701680000
2000-02-01,0.7502565383911133,0.7858051297650591,0.748385730814032,0.778320900253841,318035200
2000-02-02,0.7394980788230896,0.7642884427030653,0.7259336051387372,0.7539988052489827,464195200
2000-02-03,0.773175835609436,0.780192335806366,0.750256277494036,0.7507240042057295,475193600
2000-02-04,0.8082568645477295,0.8232244223537211,0.7755145387299289,0.7778531228393474,425320000
2000-02-07,0.8536273241043091,0.8550305045614364,0.7928215386651856,0.8082568734145571,441067200
2000-02-08,0.8597086071968079,0.8690627453654589,0.832579648069973,0.8531597312598788,408643200
2000-02-09,0.8428689241409302,0.8765466466629734,0.8414658439095833,0.8540948649550298,299364800
2000-02-10,0.8494179248809814,0.8522241856843572,0.8232243754713136,0.8447407569285081,302982400
2000-02-11,0.813869297504425,0.8540949481866331,0.8101275833224436,0.8503532340046517,212251200
2000-02-14,0.8667240738868713,0.8671918007054649,0.8129339409843092,0.8180787861084226,367539200
2000-02-15,0.890579104423523,0.8975956067244276,0.8620470670127949,0.8625147938647414,485744000
2000-02-16,0.8540951609611511,0.884031180040852,0.8391276010626073,0.8812241193230057,378246400
2000-02-17,0.8597086071968079,0.8643856762811334,0.8466118545258816,0.8620471417389707,289497600
2000-02-18,0.8325795531272888,0.8634501240331609,0.8297724426902497,0.8578376018038734,233441600
2000-02-22,0.8517564535140991,0.8751436920124518,0.7984340013774757,0.8241598238372856,422296000
2000-02-23,0.869998037815094,0.890579016471033,0.8307077870884307,0.8474297448161409,473099200
2000-02-24,0.8621633648872375,0.8915143418289724,0.8363210379258275,0.8779498667323872,376432000
